Trial,KeyPressed,TimeStamp,RT
1,4,2025-11-30T18:51:31.060314,14.371289700036868
2,1,2025-11-30T18:51:43.059213,11.214933400042355
3,4,2025-11-30T18:51:52.153408,8.350319500081241
4,1,2025-11-30T18:51:55.220549,2.2836490001063794
5,3,2025-11-30T18:51:59.355136,3.351852099876851
6,3,2025-11-30T18:52:02.953528,2.868142900057137
7,2,2025-11-30T18:52:10.679771,6.927222700091079
8,2,2025-11-30T18:52:15.414324,3.979397499933839
9,4,2025-11-30T18:52:25.924539,9.77286050003022
10,4,2025-11-30T18:52:32.747699,6.064004099927843
11,1,2025-11-30T18:52:36.323481,2.8233727999031544
12,3,2025-11-30T18:52:39.438117,2.302929600002244
13,3,2025-11-30T18:52:43.281404,3.0473704000469297
14,2,2025-11-30T18:52:49.718650,5.618650599848479
15,4,2025-11-30T18:52:55.792359,5.292863900074735
16,1,2025-11-30T18:52:58.765799,2.2164940999355167
17,3,2025-11-30T18:53:04.332774,4.749966099858284
18,2,2025-11-30T18:53:09.381768,4.296647100010887
19,3,2025-11-30T18:53:13.547051,3.398478699848056
20,2,2025-11-30T18:53:17.201529,2.819841699907556
