Trial,KeyPressed,TimeStamp,RT
1,2,2025-11-30T18:14:33.672218,17.622753100004047
2,1,2025-11-30T18:14:39.188389,4.92391370004043
3,3,2025-11-30T18:14:46.353089,6.571824100101367
4,1,2025-11-30T18:14:56.600616,9.65323149994947
5,1,2025-11-30T18:15:14.590352,17.409476399887353
6,4,2025-11-30T18:15:18.431540,3.251321100164205
7,2,2025-11-30T18:15:29.673932,10.644947200082242
8,3,2025-11-30T18:15:32.566232,2.2713373999577016
9,2,2025-11-30T18:15:35.184288,2.022233200026676
10,3,2025-11-30T18:15:43.894220,8.11584770004265
11,1,2025-11-30T18:15:48.315184,3.820763799827546
12,4,2025-11-30T18:15:53.220076,4.30891659995541
13,4,2025-11-30T18:15:56.193217,2.3822699000593275
14,2,2025-11-30T18:16:01.977501,5.200122100068256
15,2,2025-11-30T18:16:04.796817,2.202567599946633
16,3,2025-11-30T18:16:07.826321,2.449732600012794
17,1,2025-11-30T18:16:11.684847,3.274886100087315
18,2,2025-11-30T18:16:19.527282,7.2483699999284
19,1,2025-11-30T18:16:22.241386,2.131154099944979
20,1,2025-11-30T18:16:24.642505,1.7999383001588285
